word,stem,lemma
laban,laban,laban
label,label,label
labeo,labeo,labeo
labienus,labienu,labienus
labour,labour,labour
labourer,labour,labourer
laboursome,laboursom,laboursome
labra,labra,labra
labyrinth,labyrinth,labyrinth
lace,lace,lace
laced,lace,lace
lacedaemon,lacedaemon,lacedaemon
lacie,laci,lacie
lack,lack,lack
lackbeard,lackbeard,lackbeard
lacked,lack,lack
lackey,lackey,lackey
lackeye,lackey,lackeye
lacking,lack,lack
lad,lad,lad
ladder,ladder,ladder
lade,lade,lade
laden,laden,laden
ladie,ladi,ladie
ladies,ladi,lady
lading,lade,lading
lads,lad,lad
lady,ladi,lady
ladybird,ladybird,ladybird
ladyship,ladyship,ladyship
laerte,laert,laerte
lafeu,lafeu,lafeu
lag,lag,lag
lagging,lag,lag
laid,laid,lay
lain,lain,lain
laissez,laissez,laissez
lake,lake,lake
lakin,lakin,lakin
lamb,lamb,lamb
lambert,lambert,lambert
lambkin,lambkin,lambkin
lambs,lamb,lamb
lame,lame,lame
lamed,lame,lamed
lamely,lame,lamely
lameness,lame,lameness
lament,lament,lament
lamentable,lament,lamentable
lamentably,lament,lamentably
lamentation,lament,lamentation
lamented,lament,lament
lamenting,lament,lament
laming,lame,lame
lammas,lamma,lammas
lamond,lamond,lamond
lamp,lamp,lamp
lampass,lampass,lampass
lancaster,lancast,lancaster
lance,lanc,lance
lanceth,lanceth,lanceth
land,land,land
landed,land,land
landing,land,land
landless,landless,landless
landlord,landlord,landlord
landman,landman,landman
lands,land,land
lane,lane,lane
langage,langag,langage
langley,langley,langley
langton,langton,langton
language,languag,language
langues,langu,langue
languish,languish,languish
languishe,languish,languishe
languishing,languish,languish
languishment,languish,languishment
languor,languor,languor
lank,lank,lank
lantern,lantern,lantern
lanthorn,lanthorn,lanthorn
lap,lap,lap
lapis,lapi,lapis
lapland,lapland,lapland
lapp,lapp,lapp
lapse,laps,lapse
lapwe,lapw,lapwe
lapwing,lapw,lapwe
laquais,laquai,laquais
lard,lard,lard
larded,lard,lard
larder,larder,larder
large,larg,large
largely,larg,largely
largeness,larg,largeness
largess,largess,largess
lark,lark,lark
larron,larron,larron
lartius,lartiu,lartius
larum,larum,larum
las,la,las
lascivious,lascivi,lascivious
lash,lash,lash
lass,lass,lass
last,last,last
lasting,last,last
lastly,lastli,lastly
latch,latch,latch
late,late,late
lately,late,lately
later,later,later
lath,lath,lath
latin,latin,latin
latten,latten,latten
latter,latter,latter
lattice,lattic,lattice
laud,laud,laud
laudable,laudabl,laudable
laudis,laudi,laudis
laugh,laugh,laugh
laughable,laughabl,laughable
laugher,laugher,laugher
laughing,laugh,laugh
laughter,laughter,laughter
launce,launc,launce
launcelot,launcelot,launcelot
launch,launch,launch
laund,laund,laund
laundress,laundress,laundress
laundry,laundri,laundry
laura,laura,laura
laurel,laurel,laurel
laurence,laurenc,laurence
laus,lau,laus
lavache,lavach,lavache
lave,lave,lave
lavee,lave,lavee
lavender,lavend,lavender
lavinia,lavinia,lavinia
lavish,lavish,lavish
lavolt,lavolt,lavolt
lavolta,lavolta,lavolta
law,law,law
lawful,law,lawful
lawfully,law,lawfully
lawless,lawless,lawless
lawlessly,lawlessli,lawlessly
lawn,lawn,lawn
lawrence,lawrenc,lawrence
lawyer,lawyer,lawyer
lay,lay,lie
layer,layer,layer
laying,lay,lay
lays,lay,lay
lazar,lazar,lazar
lazarus,lazaru,lazarus
lazy,lazi,lazy
ldst,ldst,ldst
lea,lea,lea
lead,lead,lead
leaden,leaden,leaden
leader,leader,leader
leading,lead,lead
leads,lead,lead
leaf,leaf,leaf
leafy,leafi,leafy
league,leagu,league
leaguer,leaguer,leaguer
leah,leah,leah
leak,leak,leak
leaky,leaki,leaky
lean,lean,lean
leander,leander,leander
leanness,lean,leanness
leap,leap,leap
leaps,leap,leap
lear,lear,lear
learn,learn,learn
learnedly,learnedli,learnedly
learning,learn,learn
lease,leas,lease
leash,leash,leash
leasing,leas,leasing
least,least,least
leather,leather,leather
leathern,leathern,leathern
leave,leav,leave
leaven,leaven,leaven
leavening,leaven,leaven
leaver,leaver,leaver
leavetaking,leavetak,leavetake
leaving,leav,leave
lecher,lecher,lecher
lecherous,lecher,lecherous
lechery,lecheri,lechery
lecon,lecon,lecon
lecture,lectur,lecture
leda,leda,leda
lee,lee,lee
leech,leech,leech
leek,leek,leek
leeks,leek,leeks
leer,leer,leer
lees,lee,lee
leet,leet,leet
left,left,leave
leg,leg,leg
legacy,legaci,legacy
legate,legat,legate
legatine,legatin,legatine
lege,lege,lege
legerity,leger,legerity
leges,lege,lex
legg,legg,legg
legged,leg,legged
legion,legion,legion
legions,legion,legion
legitimate,legitim,legitimate
legitimation,legitim,legitimation
legs,leg,leg
leicester,leicest,leicester
leicestershire,leicestershir,leicestershire
leiger,leiger,leiger
leisure,leisur,leisure
leisurely,leisur,leisurely
leman,leman,leman
lemon,lemon,lemon
lena,lena,lena
lend,lend,lend
lender,lender,lender
lending,lend,lend
lends,lend,lend
length,length,length
lengthen,lengthen,lengthen
lenity,leniti,lenity
lennox,lennox,lennox
lent,lent,lent
lenten,lenten,lenten
lentus,lentu,lentus
leonardo,leonardo,leonardo
leonati,leonati,leonati
leonato,leonato,leonato
leonatus,leonatu,leonatus
leonine,leonin,leonine
leonitus,leonitu,leonitus
leonte,leont,leonte
leopard,leopard,leopard
leper,leper,leper
leperous,leper,leperous
lepidus,lepidu,lepidus
leprosy,leprosi,leprosy
lequel,lequel,lequel
les,le,les
less,less,less
lessen,lessen,lessen
lessens,lessen,lessen
lesser,lesser,less
lesson,lesson,lesson
lest,lest,lest
lestrale,lestral,lestrale
let,let,let
lethargie,lethargi,lethargie
lethargy,lethargi,lethargy
lethe,leth,lethe
lets,let,let
letter,letter,letter
lettered,letter,letter
letters,letter,letter
letting,let,let
lettuce,lettuc,lettuce
leur,leur,leur
leve,leve,leve
level,level,level
levell,level,levell
leven,leven,leven
lever,lever,lever
leviathan,leviathan,leviathan
levity,leviti,levity
levy,levi,levy
lewd,lewd,lewd
lewdly,lewdli,lewdly
lewdness,lewd,lewdness
lewdster,lewdster,lewdster
lewis,lewi,lewis
liable,liabl,liable
liar,liar,liar
liars,liar,liar
libbard,libbard,libbard
libel,libel,libel
liberal,liber,liberal
liberality,liber,liberality
liberte,libert,liberte
libertie,liberti,libertie
liberties,liberti,liberty
libertine,libertin,libertine
liberty,liberti,liberty
library,librari,library
libya,libya,libya
licence,licenc,licence
license,licens,license
licentious,licenti,licentious
licha,licha,licha
lichas,licha,licha
licio,licio,licio
lick,lick,lick
licker,licker,licker
lictor,lictor,lictor
lid,lid,lid
lie,lie,lie
lied,lie,lie
lief,lief,lief
liege,lieg,liege
liegeman,liegeman,liegeman
lieger,lieger,lieger
lien,lien,lien
lies,lie,lie
liest,liest,liest
lieth,lieth,lieth
lieu,lieu,lieu
lieutenant,lieuten,lieutenant
lieutenantry,lieutenantri,lieutenantry
lieve,liev,lieve
life,life,life
lifeless,lifeless,lifeless
lifeling,lifel,lifele
lift,lift,lift
lifter,lifter,lifter
lifteth,lifteth,lifteth
lig,lig,lig
ligarius,ligariu,ligarius
light,light,light
lighten,lighten,lighten
lightly,lightli,lightly
lightness,light,lightness
lightning,lightn,lightning
like,like,like
likedst,likedst,likedst
likelihood,likelihood,likelihood
likely,like,likely
liken,liken,liken
likeness,like,likeness
liker,liker,liker
likes,like,like
likest,likest,like
likewise,likewis,likewise
liking,like,like
lily,lili,lily
limander,limand,limander
limb,limb,limb
limbeck,limbeck,limbeck
limber,limber,limber
limbo,limbo,limbo
limbs,limb,limb
lime,lime,lime
limed,lime,lime
limehouse,limehous,limehouse
limekilns,limekiln,limekiln
limit,limit,limit
limitation,limit,limitation
limited,limit,limit
limn,limn,limn
limp,limp,limp
limping,limp,limp
limps,limp,limp
lincoln,lincoln,lincoln
lincolnshire,lincolnshir,lincolnshire
line,line,line
lineal,lineal,lineal
lineally,lineal,lineally
lineament,lineament,lineament
linen,linen,linen
ling,ling,le
lingare,lingar,lingare
linger,linger,linger
linguist,linguist,linguist
lining,line,line
link,link,link
linsey,linsey,linsey
linstock,linstock,linstock
lint,lint,lint
linta,linta,linta
lion,lion,lion
lionel,lionel,lionel
lioness,lioness,lioness
lip,lip,lip
lipp,lipp,lipp
lips,lip,lip
lipsbury,lipsburi,lipsbury
liquid,liquid,liquid
liquor,liquor,liquor
liquore,liquor,liquore
liquorish,liquorish,liquorish
lisbon,lisbon,lisbon
lisp,lisp,lisp
lisping,lisp,lisping
list,list,list
listen,listen,listen
listening,listen,listen
lists,list,list
literature,literatur,literature
lither,lither,lither
litigious,litigi,litigious
litter,litter,litter
little,littl,little
liv,liv,liv
live,live,live
lived,live,live
livedst,livedst,livedst
livelihood,livelihood,livelihood
livelong,livelong,livelong
lively,live,lively
liver,liver,liver
livere,liver,livere
livered,liver,livere
livery,liveri,livery
liveth,liveth,liveth
livia,livia,livia
living,live,live
lizard,lizard,lizard
loa,loa,loa
loach,loach,loach
load,load,load
loaden,loaden,loaden
loading,load,load
loads,load,load
loaf,loaf,loaf
loam,loam,loam
loan,loan,loan
loath,loath,loath
loathe,loath,loathe
loather,loather,loather
loathing,loath,loathe
loathly,loathli,loathly
loathness,loath,loathness
loathsome,loathsom,loathsome
loathsomeness,loathsom,loathsomeness
lob,lob,lob
lobby,lobbi,lobby
local,local,local
lock,lock,lock
locked,lock,lock
lockram,lockram,lockram
locust,locust,locust
lode,lode,lode
lodge,lodg,lodge
lodger,lodger,lodger
lodging,lodg,lodge
lodovico,lodovico,lodovico
lodowick,lodowick,lodowick
lofty,lofti,lofty
log,log,log
loggat,loggat,loggat
logger,logger,logger
loggerhead,loggerhead,loggerhead
logic,logic,logic
loin,loin,loin
loins,loin,loin
loiterer,loiter,loiterer
loitering,loiter,loitering
loll,loll,loll
lombardy,lombardi,lombardy
london,london,london
londoner,london,londoner
loneliness,loneli,loneliness
lonely,lone,lonely
long,long,long
longaville,longavil,longaville
longboat,longboat,longboat
longeth,longeth,longeth
longing,long,longing
longly,longli,longly
loo,loo,loo
loof,loof,loof
look,look,look
looked,look,look
looker,looker,looker
lookest,lookest,look
looks,look,look
loon,loon,loon
loop,loop,loop
loose,loos,loose
loosed,loos,loose
loosen,loosen,loosen
lop,lop,lop
lopp,lopp,lopp
loquitur,loquitur,loquitur
lord,lord,lord
lording,lord,lord
lordliness,lordli,lordliness
lordly,lordli,lordly
lords,lord,lord
lordship,lordship,lordship
lorenzo,lorenzo,lorenzo
lorn,lorn,lorn
lorraine,lorrain,lorraine
lorum,lorum,lorum
los,lo,los
lose,lose,lose
loser,loser,loser
losest,losest,los
loseth,loseth,loseth
losing,lose,lose
loss,loss,loss
lost,lost,lose
lot,lot,lot
lottery,lotteri,lottery
loud,loud,loud
louder,louder,louder
loudest,loudest,loud
loudly,loudli,loudly
lour,lour,lour
loureth,loureth,loureth
louring,lour,lour
louse,lous,louse
lousy,lousi,lousy
lout,lout,lout
louvre,louvr,louvre
lov,lov,lov
love,love,love
loved,love,love
lovedst,lovedst,lovedst
lovel,lovel,lovel
lovelier,loveli,lovely
loveliness,loveli,loveliness
lovell,lovel,lovell
lovely,love,lovely
lover,lover,lover
loves,love,love
lovest,lovest,lov
loveth,loveth,loveth
loving,love,love
lovingly,lovingli,lovingly
low,low,low
lower,lower,lower
lowering,lower,lower
lowliness,lowli,lowliness
lowly,lowli,lowly
lown,lown,lown
lowness,low,lowness
lowte,lowt,lowte
loyal,loyal,loyal
loyally,loyal,loyally
loyalty,loyalti,loyalty
lozel,lozel,lozel
lubber,lubber,lubber
lubberly,lubberli,lubberly
luccicos,luccico,luccicos
luce,luce,luce
lucentio,lucentio,lucentio
lucetta,lucetta,lucetta
luciana,luciana,luciana
lucianus,lucianu,lucianus
lucifer,lucif,lucifer
lucilius,luciliu,lucilius
lucina,lucina,lucina
lucio,lucio,lucio
lucius,luciu,lucius
luck,luck,luck
luckily,luckili,luckily
luckless,luckless,luckless
lucky,lucki,lucky
lucre,lucr,lucre
lucrece,lucrec,lucrece
lucretia,lucretia,lucretia
lucullus,lucullu,lucullus
lucy,luci,lucy
lud,lud,lud
ludlow,ludlow,ludlow
lug,lug,lug
lugg,lugg,lugg
luggage,luggag,luggage
luke,luke,luke
lukewarm,lukewarm,lukewarm
lull,lull,lull
lulla,lulla,lulla
lullaby,lullabi,lullaby
lump,lump,lump
lumpish,lumpish,lumpish
luna,luna,luna
lunacy,lunaci,lunacy
lunatic,lunat,lunatic
lunatics,lunat,lunatic
lune,lune,lune
lunes,lune,lune
lung,lung,lung
lupercal,luperc,lupercal
lurch,lurch,lurch
lure,lure,lure
lurk,lurk,lurk
lurketh,lurketh,lurketh
lurking,lurk,lurk
luscious,lusciou,luscious
lush,lush,lush
lust,lust,lust
lustful,lust,lustful
lustier,lustier,lustier
lustig,lustig,lustig
lustihood,lustihood,lustihood
lustily,lustili,lustily
lustre,lustr,lustre
lustrous,lustrou,lustrous
lusty,lusti,lusty
lute,lute,lute
lutheran,lutheran,lutheran
lux,lux,lux
luxurious,luxuri,luxurious
luxuriously,luxuri,luxuriously
luxury,luxuri,luxury
lycaonia,lycaonia,lycaonia
lychorida,lychorida,lychorida
lycurguse,lycurgus,lycurguse
lydia,lydia,lydia
lying,lie,lie
lyingest,lyingest,lyingest
lym,lym,lym
lymoge,lymog,lymoge
lynn,lynn,lynn
lyra,lyra,lyra
lysander,lysand,lysander
lysimachu,lysimachu,lysimachu
lysimachus,lysimachu,lysimachu
mab,mab,mab
macbeth,macbeth,macbeth
maccabaeus,maccabaeu,maccabaeus
macdonwald,macdonwald,macdonwald
macduff,macduff,macduff
mace,mace,mace
macedon,macedon,macedon
machiavel,machiavel,machiavel
machination,machin,machination
machine,machin,machine
mackerel,mackerel,mackerel
macmorris,macmorri,macmorris
maculate,macul,maculate
maculation,macul,maculation
mad,mad,mad
madam,madam,madam
madame,madam,madame
madams,madam,madams
madcap,madcap,madcap
madding,mad,mad
made,made,make
madeira,madeira,madeira
madest,madest,mad
madly,madli,madly
madman,madman,madman
madmen,madmen,madman
madness,mad,madness
madonna,madonna,madonna
madrigal,madrig,madrigal
madst,madst,madst
maggot,maggot,maggot
magic,magic,magic
magical,magic,magical
magician,magician,magician
magistrate,magistr,magistrate
magnanimity,magnanim,magnanimity
magnanimous,magnanim,magnanimous
magni,magni,magni
magnifi,magnifi,magnifi
magnificence,magnific,magnificence
magnificent,magnific,magnificent
magnifico,magnifico,magnifico
magnificoe,magnifico,magnificoe
magnus,magnu,magnus
magot,magot,magot
mahomet,mahomet,mahomet
mahu,mahu,mahu
maid,maid,maid
maiden,maiden,maiden
maidenhead,maidenhead,maidenhead
maidenhood,maidenhood,maidenhood
maidenliest,maidenliest,maidenliest
maidenly,maidenli,maidenly
maidens,maiden,maidens
maidhood,maidhood,maidhood
maids,maid,maid
mail,mail,mail
maim,maim,maim
main,main,main
maine,main,maine
mainly,mainli,mainly
maintain,maintain,maintain
maintenance,mainten,maintenance
mais,mai,mais
maison,maison,maison
majesta,majesta,majesta
majestee,majeste,majestee
majestic,majest,majestic
majestical,majest,majestical
majestically,majest,majestically
majesty,majesti,majesty
major,major,major
majority,major,majority
mak,mak,mak
make,make,make
maker,maker,maker
makes,make,make
makest,makest,mak
maketh,maketh,maketh
making,make,make
mal,mal,mal
mala,mala,mala
malady,maladi,malady
malapert,malapert,malapert
malchus,malchu,malchus
malcolm,malcolm,malcolm
malcontent,malcont,malcontent
male,male,male
malecontent,malecont,malecontent
malediction,maledict,malediction
malefaction,malefact,malefaction
malefactor,malefactor,malefactor
malevolence,malevol,malevolence
malevolent,malevol,malevolent
malice,malic,malice
malicious,malici,malicious
maliciously,malici,maliciously
malign,malign,malign
malignancy,malign,malignancy
malignant,malign,malignant
malignantly,malignantli,malignantly
malkin,malkin,malkin
mall,mall,mall
mallard,mallard,mallard
malleable,malleabl,malleable
mallecho,mallecho,mallecho
mallow,mallow,mallow
malmsey,malmsey,malmsey
malt,malt,malt
malvolio,malvolio,malvolio
mamillius,mamilliu,mamillius
mammere,mammer,mammere
mammet,mammet,mammet
mammocke,mammock,mammocke
man,man,man
manacle,manacl,manacle
manage,manag,manage
manager,manag,manager
mandate,mandat,mandate
mandragora,mandragora,mandragora
mandrake,mandrak,mandrake
mane,mane,mane
manfully,man,manfully
manger,manger,manger
mangle,mangl,mangle
mangy,mangi,mangy
manhood,manhood,manhood
manif,manif,manif
manifest,manifest,manif
manifold,manifold,manifold
manifoldly,manifoldli,manifoldly
manikin,manikin,manikin
manka,manka,manka
mankind,mankind,mankind
manly,manli,manly
mann,mann,mann
manna,manna,manna
manner,manner,manner
mannerly,mannerli,mannerly
manners,manner,manner
manningtree,manningtre,manningtree
mannish,mannish,mannish
manor,manor,manor
manors,manor,manor
mans,man,mans
mansion,mansion,mansion
mansionry,mansionri,mansionry
manslaughter,manslaught,manslaughter
mantle,mantl,mantle
mantled,mantl,mantle
mantua,mantua,mantua
mantuan,mantuan,mantuan
manual,manual,manual
manure,manur,manure
manured,manur,manure
manus,manu,manus
many,mani,many
map,map,map
mappery,mapperi,mappery
mar,mar,mar
marble,marbl,marble
marbled,marbl,marble
marcellus,marcellu,marcellus
march,march,march
marche,march,marche
marcheth,marcheth,marcheth
marching,march,marching
marchioness,marchio,marchioness
marchpane,marchpan,marchpane
marcians,marcian,marcian
marcius,marciu,marcius
marcu,marcu,marcu
marcus,marcu,marcus
mardian,mardian,mardian
mare,mare,mare
margarelon,margarelon,margarelon
margaret,margaret,margaret
marge,marg,marge
margent,margent,margent
margery,margeri,margery
maria,maria,maria
marian,marian,marian
mariana,mariana,mariana
marigold,marigold,marigold
marina,marina,marina
mariner,marin,mariner
mariners,marin,mariner
maritime,maritim,maritime
marjoram,marjoram,marjoram
mark,mark,mark
marked,mark,mark
market,market,market
